tweet
"RT @5SOSReport: ""4 years ago I was working at KFC.""   #5SecondsofSummer #TheyreTheOne @radiodisney http://t.co/sP4RdBRHlG"
@doss_prado KFC or Popeyes? Vote and get a $50 gift card of your favorite 🍗 http://t.co/fwm6sFP0RU Pls RT 💋
